昭衍新药(603127)	21.82	31.20	D	2.69	0.00	0.00	6.69	
双汇发展(000895)	22.22	31.17	D	0.96	0.00	0.00	7.99	
美的集团(000333)	22.69	31.16	D	3.00	0.00	0.00	5.47	
诚意药业(603811)	24.09	31.08	D	1.14	0.00	0.00	5.85	
华安证券(600909)	13.87	31.06	D	4.00	0.00	0.00	13.19	
联美控股(600167)	22.71	31.00	D	0.00	0.00	0.00	8.29	
华丽家族(600503)	12.00	31.00	D	4.00	0.00	0.00	15.00	
小天鹅A(000418)	21.61	30.97	D	3.00	0.00	0.00	6.36	
辰安科技(300523)	19.09	30.94	D	4.00	0.00	0.00	7.85	
安洁科技(002635)	17.05	30.93	D	2.51	0.00	0.00	11.37	
九阳股份(002242)	23.07	30.92	D	3.00	0.00	0.00	4.85	
顾家家居(603816)	23.25	30.92	D	1.36	0.00	0.00	6.31	
继峰股份(603997)	23.87	30.92	D	1.01	0.00	0.00	6.04	
兆日科技(300333)	16.93	30.87	D	4.00	0.00	0.00	9.94	
国药股份(600511)	19.36	30.86	D	3.00	0.00	0.00	8.50	
联发股份(002394)	21.22	30.85	D	0.76	0.00	0.00	8.87	
航民股份(600987)	23.21	30.85	D	1.91	0.00	0.00	5.73	
民生银行(600016)	18.03	30.83	D	4.00	0.00	0.00	8.80	
瑞尔特(002790)	24.49	30.82	D	1.30	0.00	0.00	5.03	
博创科技(300548)	20.87	30.81	D	1.73	0.00	0.00	8.21	
双鹭药业(002038)	24.11	30.80	D	1.14	0.00	0.00	5.55	
中国医药(600056)	20.84	30.74	D	1.51	0.00	0.00	8.39	
大参林(603233)	20.63	30.73	D	0.81	0.00	0.00	9.29	
舒泰神(300204)	23.49	30.73	D	2.09	0.00	0.00	5.15	
江南水务(601199)	18.19	30.71	D	3.00	0.00	0.00	9.52	
盐津铺子(002847)	19.84	30.70	D	0.86	0.00	0.00	10.00	
横店影视(603103)	20.95	30.65	D	1.01	0.00	0.00	8.69	
中国银行(601988)	17.24	30.64	D	4.00	0.00	0.00	9.40	
厦门象屿(600057)	14.11	30.62	D	4.00	0.00	0.00	12.51	
天虹股份(002419)	20.41	30.61	D	1.77	0.00	0.00	8.43	
海康威视(002415)	24.65	30.60	D	4.00	0.00	0.00	1.95	
深圳华强(000062)	19.08	30.60	D	3.00	0.00	0.00	8.52	
长春高新(000661)	21.29	30.58	D	3.00	0.00	0.00	6.29	
合肥城建(002208)	13.46	30.58	D	3.70	0.00	0.00	13.42	
哈药股份(600664)	18.29	30.58	D	2.29	0.00	0.00	10.00	
大元泵业(603757)	22.97	30.57	D	2.45	0.00	0.00	5.15	
通润装备(002150)	17.57	30.57	D	3.00	0.00	0.00	10.00	
建新矿业(000688)	19.33	30.56	D	1.24	0.00	0.00	9.99	
天津松江(600225)	11.55	30.55	D	4.00	0.00	0.00	15.00	
伟星股份(002003)	23.57	30.55	D	1.02	0.00	0.00	5.96	
金卡智能(300349)	18.84	30.54	D	2.74	0.00	0.00	8.96	
川环科技(300547)	24.88	30.54	D	0.89	0.00	0.00	4.77	
嘉化能源(600273)	22.72	30.54	D	2.20	0.00	0.00	5.62	
卫光生物(002880)	22.22	30.53	D	3.00	0.00	0.00	5.31	
瀚蓝环境(600323)	19.62	30.52	D	2.62	0.00	0.00	8.28	
绿康生化(002868)	23.50	30.50	D	1.73	0.00	0.00	5.27	
豪能股份(603809)	24.11	30.49	D	1.05	0.00	0.00	5.33	
泰禾光电(603656)	21.42	30.47	D	1.83	0.00	0.00	7.22	
安正时尚(603839)	24.02	30.46	D	1.41	0.00	0.00	5.03	
用友网络(600588)	16.33	30.46	D	4.00	0.00	0.00	10.13	
龙蟒佰利(002601)	23.64	30.45	D	4.00	0.00	0.00	2.81	
达志科技(300530)	24.77	30.45	D	3.06	0.00	0.00	2.62	
我武生物(300357)	23.81	30.42	D	1.08	0.00	0.00	5.53	
国光股份(002749)	25.15	30.41	D	2.54	0.00	0.00	2.72	
葵花药业(002737)	24.07	30.41	D	0.15	0.00	0.00	6.19	
三峡水利(600116)	19.20	30.41	D	3.00	0.00	0.00	8.21	
海量数据(603138)	18.56	30.37	D	3.53	0.00	0.00	8.28	
富安娜(002327)	23.08	30.35	D	0.68	0.00	0.00	6.59	
康拓红外(300455)	19.72	30.32	D	3.56	0.00	0.00	7.04	
微光股份(002801)	24.11	30.30	D	1.13	0.00	0.00	5.06	
海顺新材(300501)	24.15	30.28	D	0.78	0.00	0.00	5.35	
家家悦(603708)	20.95	30.26	D	0.42	0.00	0.00	8.89	
洽洽食品(002557)	20.83	30.25	D	0.99	0.00	0.00	8.43	
首开股份(600376)	11.24	30.24	D	4.00	0.00	0.00	15.00	
苏泊尔(002032)	22.69	30.23	D	1.48	0.00	0.00	6.06	
济川药业(600566)	24.83	30.22	D	2.67	0.00	0.00	2.72	
人民同泰(600829)	20.52	30.22	D	0.41	0.00	0.00	9.29	
三钢闽光(002110)	24.70	30.21	D	0.96	0.00	0.00	4.55	
斯莱克(300382)	23.52	30.21	D	3.75	0.00	0.00	2.94	
盛和资源(600392)	11.98	30.20	D	4.00	0.00	0.00	14.22	
华鑫股份(600621)	21.19	30.19	D	4.00	0.00	0.00	5.00	
康弘药业(002773)	22.90	30.19	D	1.55	0.00	0.00	5.74	
富森美(002818)	23.34	30.18	D	4.00	0.00	0.00	2.84	
焦点科技(002315)	18.02	30.18	D	1.55	0.00	0.00	10.61	
莎普爱思(603168)	21.61	30.18	D	0.60	0.00	0.00	7.97	
安迪苏(600299)	21.18	30.18	D	4.00	0.00	0.00	5.00	
小康股份(601127)	19.09	30.15	D	2.81	0.00	0.00	8.25	
珠江实业(600684)	16.57	30.13	D	0.63	0.00	0.00	12.93	
欧派股份(603208)	23.72	30.12	D	1.27	0.00	0.00	5.13	
设计总院(603357)	22.87	30.09	D	4.00	0.00	0.00	3.22	
水星家纺(603365)	22.86	30.07	D	1.14	0.00	0.00	6.07	
广汽集团(601238)	24.52	30.05	D	1.98	0.00	0.00	3.55	
华东医药(000963)	22.52	30.05	D	0.62	0.00	0.00	6.91	
东方银星(600753)	11.90	30.04	D	4.00	0.00	0.00	14.14	
申万宏源(000166)	14.82	30.02	D	4.00	0.00	0.00	11.20	
博思软件(300525)	20.29	30.01	D	4.00	0.00	0.00	5.72	
上海电影(601595)	21.80	29.97	D	1.47	0.00	0.00	6.70	
中新赛克(002912)	21.25	29.97	D	4.00	0.00	0.00	4.72	
上峰水泥(000672)	19.09	29.96	D	0.87	0.00	0.00	10.00	
泰禾集团(000732)	15.50	29.96	D	2.28	0.00	0.00	12.18	
孚日股份(002083)	21.02	29.94	D	0.55	0.00	0.00	8.37	
晨光文具(603899)	21.56	29.94	D	2.51	0.00	0.00	5.87	
中信国安(000839)	13.54	29.93	D	1.39	0.00	0.00	15.00	
诺力股份(603611)	21.53	29.92	D	1.80	0.00	0.00	6.59	
深赤湾A(000022)	22.62	29.91	D	4.00	0.00	0.00	3.29	
金逸影视(002905)	19.46	29.88	D	0.42	0.00	0.00	10.00	
华海药业(600521)	20.56	29.87	D	1.95	0.00	0.00	7.36	
中信建投(601066)	12.51	29.86	D	4.00	0.00	0.00	13.35	
太平洋(601099)	10.83	29.83	D	4.00	0.00	0.00	15.00	
友讯达(300514)	18.43	29.83	D	3.47	0.00	0.00	7.93	
苏利股份(603585)	24.26	29.82	D	2.47	0.00	0.00	3.09	
久远银海(002777)	21.12	29.82	D	2.01	0.00	0.00	6.69	
顺网科技(300113)	20.16	29.82	D	4.00	0.00	0.00	5.66	
美亚光电(002690)	24.27	29.81	D	2.86	0.00	0.00	2.68	
中农立华(603970)	18.08	29.81	D	1.73	0.00	0.00	10.00	
乔治白(002687)	19.16	29.80	D	1.64	0.00	0.00	9.00	
基蛋生物(603387)	22.61	29.78	D	2.21	0.00	0.00	4.96	
九华旅游(603199)	17.15	29.78	D	2.86	0.00	0.00	9.77	
中恒集团(600252)	20.62	29.77	D	2.25	0.00	0.00	6.90	
刚泰控股(600687)	13.45	29.75	D	1.30	0.00	0.00	15.00	
星宇股份(601799)	22.76	29.74	D	1.09	0.00	0.00	5.89	
旷达科技(002516)	20.15	29.74	D	1.40	0.00	0.00	8.19	
新光药业(300519)	24.18	29.74	D	0.64	0.00	0.00	4.92	
风语筑(603466)	21.27	29.73	D	3.00	0.00	0.00	5.46	
华大基因(300676)	21.33	29.71	D	3.00	0.00	0.00	5.38	
